update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,2.0,0.0,0.0,569.0,110.0,0.0,0.1,1.57552969455719,-0.24318981170654297,12.760080337524414,-0.013435203582048416,23.023752212524414,7.260403163372914,29.469248294830322
2,2.0,0.0,0.0,593.0,176.0,0.1,0.0,0.5772804617881775,-0.2429492473602295,8.840603828430176,-0.003697723150253296,16.762523651123047,3.8873639118817946,33.433043241500854
3,2.0,0.0,0.0,600.0,186.0,0.1,0.0,0.4423222839832306,-0.24592804908752441,9.381539344787598,-0.016101248562335968,18.085105895996094,3.6143424817340724,38.07735848426819
4,2.0,0.0,0.0,644.0,218.0,0.2,0.1,0.3882872462272644,-0.248823881149292,9.252067565917969,-0.012386564165353775,17.90515899658203,3.6581723506073995,42.64670538902283
5,2.0,0.0,0.0,604.0,175.0,0.2,0.1,0.324616402387619,-0.2495133876800537,5.861072540283203,-0.017025016248226166,11.23431396484375,2.494311535673117,47.22454881668091
6,3.0,0.3333333333333333,0.0,652.0,162.0,0.1,0.1,0.28400179743766785,-0.24285876750946045,0.3152206540107727,-0.10109436511993408,0.3757985532283783,1.638655519180065,61.68222379684448
7,2.0,0.0,0.0,621.0,82.0,0.0,0.1,0.28485357761383057,-0.23740625381469727,9.109825134277344,0.002198999747633934,17.757110595703125,4.49954880881873,65.26037287712097
8,2.0,0.0,0.0,610.0,161.0,0.1,0.0,0.30982843041419983,-0.23617231845855713,12.710856437683105,-0.008499033749103546,24.940624237060547,5.922460450402874,68.86362433433533
9,2.0,0.0,0.0,641.0,133.0,0.2,0.0,0.3019448220729828,-0.2345341444015503,11.396729469299316,-0.005362320691347122,22.3187255859375,5.950310367717681,73.53430962562561
10,2.0,0.0,0.0,635.0,120.0,0.3,0.0,0.3127999007701874,-0.23367714881896973,8.212520599365234,-0.006942933425307274,15.93610954284668,4.6162892873534345,77.81472134590149
11,2.0,0.0,0.0,575.0,134.0,0.1,0.0,0.2944391965866089,-0.23340344429016113,9.716329574584961,-0.0016944501549005508,18.96261215209961,6.560704164729864,82.5651113986969
12,2.0,0.0,0.0,605.0,91.0,0.2,0.0,0.2512687146663666,-0.23418748378753662,8.650671005249023,-0.005255679599940777,16.907482147216797,5.6811742955483515,86.7342746257782
