update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,29.0,0.9655172413793104,0.0,0.0,0.0,0.0,1.0,2.3043880462646484,-0.24065876007080078,0.19698646664619446,-0.17581036686897278,0.7431870698928833,2.0524795160323404,29.282828330993652
2,24.0,1.0,0.0,0.0,0.0,0.0,1.0,2.418834924697876,-0.2376854121685028,45.21305465698242,-0.10737927258014679,90.63848876953125,7.765328306726157,34.13310432434082
3,28.0,0.9642857142857143,0.0,0.0,0.0,0.0,1.0,2.711460590362549,-0.23751258850097656,46.80126953125,-0.008324612863361835,93.61681365966797,7.184629265796898,34.971697092056274
4,29.0,0.9655172413793104,0.0,0.0,0.0,0.0,1.0,3.566831350326538,-0.23799729347229004,0.051672618836164474,-0.19999951124191284,0.5009642839431763,1.347651059594322,36.120412826538086
5,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,3.1032793521881104,-0.2412036657333374,0.06118912249803543,-0.17365112900733948,0.4672684669494629,1.1597492606600708,40.103949546813965
6,26.0,0.9615384615384616,0.0,0.0,0.0,0.0,1.0,2.686025381088257,-0.24342095851898193,45.714088439941406,-0.13638417422771454,91.6985092163086,18.658857895135785,44.23548436164856
7,28.0,1.0,0.0,0.0,0.0,0.0,1.0,2.907728433609009,-0.24431133270263672,26.911283493041992,-0.11063118278980255,54.04138946533203,12.31612493464147,49.05564618110657
8,25.0,0.96,0.0,0.0,0.0,0.0,1.0,3.0805606842041016,-0.2443016767501831,152.10520935058594,-0.09151268005371094,304.3909912109375,92.34055020388756,50.03998064994812
9,24.0,0.9166666666666666,0.041666666666666664,0.0,0.0,0.0,1.0,2.6080310344696045,-0.24336600303649902,55.22883605957031,-0.13591057062149048,110.72705841064453,18.59156264564224,51.26070189476013
10,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,2.9995570182800293,-0.24252235889434814,0.21601612865924835,-0.14766553044319153,0.7249380946159363,3.213882332803515,52.33361864089966
11,28.0,0.9642857142857143,0.0,0.0,0.0,0.0,1.0,2.560770273208618,-0.24632704257965088,0.2143661230802536,-0.16834740340709686,0.7629637718200684,2.35492741146644,53.36628484725952
12,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,1.8350129127502441,-0.24917566776275635,0.29129165410995483,-0.0,0.5800915360450745,2.688391161155769,56.31477189064026
