update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,31.0,1.0,0.0,0.0,0.0,0.0,1.0,4.6783552169799805,-0.24807238578796387,102.1991958618164,-0.1613181233406067,204.71853637695312,25.54566321889383,32.17827010154724
2,25.0,0.96,0.0,0.0,0.0,0.0,1.0,4.65423059463501,-0.2502540349960327,33.13865661621094,-0.017463408410549164,66.30973815917969,4.439208219174943,33.13395595550537
3,27.0,0.9629629629629629,0.0,0.0,0.0,0.0,1.0,4.444190979003906,-0.24974274635314941,41.73299026489258,-0.005097970366477966,83.47367858886719,6.493545682820516,34.13160419464111
4,26.0,1.0,0.0,0.0,0.0,0.0,1.0,4.14888858795166,-0.2501581907272339,0.30146104097366333,-0.15385854244232178,0.9081375598907471,2.0826386531690235,38.089855432510376
5,25.0,0.96,0.0,0.0,0.0,0.0,1.0,3.311115264892578,-0.2517343759536743,0.8217031359672546,-0.0,1.6408889293670654,2.675841396698711,40.83900427818298
6,24.0,0.9583333333333334,0.0,0.0,0.0,0.0,1.0,4.587534427642822,-0.2507845163345337,40.43881607055664,-0.007791783660650253,80.89070892333984,7.921221426919534,41.81647038459778
7,27.0,0.9629629629629629,0.0,0.0,0.0,0.0,1.0,5.32400369644165,-0.2512533664703369,0.43763306736946106,-0.16315589845180511,1.1990654468536377,2.5699390927732764,42.78859996795654
8,27.0,1.0,0.0,0.0,0.0,0.0,1.0,4.4760637283325195,-0.25049734115600586,69.33363342285156,-0.05319976806640625,138.7711639404297,22.23291076037847,46.819053173065186
9,27.0,0.9629629629629629,0.0,0.0,0.0,0.0,1.0,3.8024063110351562,-0.24863767623901367,54.883094787597656,-0.06040090322494507,109.88450622558594,19.827126249939667,51.68166255950928
10,24.0,0.9583333333333334,0.041666666666666664,0.0,0.0,0.0,1.0,4.604416847229004,-0.2443469762802124,61.331214904785156,-0.1052292212843895,122.87044525146484,13.593192881918892,52.76355981826782
11,21.0,0.9523809523809523,0.0,0.0,0.0,0.0,1.0,5.668937683105469,-0.24600374698638916,0.1574448198080063,-0.19999876618385315,0.7124271392822266,2.0727049307620624,53.77189230918884
12,23.0,1.0,0.0,0.0,0.0,0.0,1.0,2.788275957107544,-0.24871671199798584,0.3045073449611664,-0.17307400703430176,0.9526755213737488,2.2310584574992065,54.81329154968262
