update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,2.9126267433166504,-0.25254571437835693,102.11650848388672,-0.17460305988788605,204.57969665527344,15.980161517578697,32.35168242454529
2,30.0,1.0,0.0,0.0,0.0,0.0,1.0,2.7512478828430176,-0.2583860158920288,64.74517822265625,-0.14461004734039307,129.77699279785156,13.918549969772204,36.59180402755737
3,28.0,0.9642857142857143,0.0,0.0,0.0,0.0,1.0,3.3169164657592773,-0.25846755504608154,0.21662293374538422,-0.17089614272117615,0.7724534869194031,2.0719727783730786,41.66344499588013
4,28.0,0.9642857142857143,0.0,0.0,0.0,0.0,1.0,3.1832871437072754,-0.2569516897201538,32.86192321777344,-0.13179625570774078,65.98487091064453,14.515735534516203,45.706523180007935
5,27.0,0.9629629629629629,0.0,0.0,0.0,0.0,1.0,3.041840076446533,-0.2556145191192627,35.944740295410156,-0.013547798618674278,71.91401672363281,8.715085137560209,46.76623868942261
6,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,2.607839584350586,-0.2532973289489746,86.11312866210938,-0.049993932247161865,172.32371520996094,31.834799139347187,47.8158016204834
7,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,3.259826183319092,-0.2521888017654419,27.763124465942383,-0.11137127131223679,55.7464714050293,18.296061036085035,48.873613595962524
8,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,3.4156486988067627,-0.2516133785247803,0.11106260865926743,-0.1871984601020813,0.5940060019493103,2.2117647543008125,49.97715663909912
9,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,2.6931166648864746,-0.2515033483505249,156.03932189941406,-0.0,312.0761413574219,77.1140214883611,52.71260738372803
10,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,2.739851951599121,-0.25165534019470215,0.6441982388496399,-0.18844103813171387,1.6627620458602905,4.895739207898461,53.775559425354004
11,24.0,0.9166666666666666,0.041666666666666664,0.0,0.0,0.0,1.0,3.3930842876434326,-0.25355327129364014,25.482372283935547,-0.11756458133459091,51.19733810424805,5.173488657693594,57.90375542640686
12,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,3.4359047412872314,-0.2516289949417114,0.47716808319091797,-0.1527830809354782,1.2573860883712769,5.627211961847429,58.938642501831055
