update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,27.0,0.9629629629629629,0.0,0.0,0.0,0.0,1.0,2.4700281620025635,-0.2402428388595581,64.57894134521484,-0.15367619693279266,129.4628448486328,11.841726746934265,31.626051902770996
2,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,2.7012505531311035,-0.23640549182891846,0.3042597770690918,-0.1690337061882019,0.9442229270935059,2.1091197607732757,36.01455807685852
3,28.0,0.9642857142857143,0.0,0.0,0.0,0.0,1.0,2.3940086364746094,-0.23399700224399567,54.04233169555664,-0.10367806255817413,108.28968048095703,13.466825774551154,40.17390847206116
4,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,2.740436553955078,-0.2336287498474121,44.136680603027344,-0.010061640292406082,88.29115295410156,10.500374213332838,41.28834915161133
5,26.0,0.9615384615384616,0.0,0.0,0.0,0.0,1.0,3.322150468826294,-0.23145616054534912,117.48178100585938,-0.1831856220960617,235.32762145996094,42.43981168150355,42.304168701171875
6,26.0,0.9615384615384616,0.0,0.0,0.0,0.0,1.0,2.6059091091156006,-0.22984862327575684,31.0511417388916,-0.015010561794042587,62.1300048828125,9.081024087607064,43.39332628250122
7,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,2.67398738861084,-0.2297227382659912,35.70706558227539,-0.01805083453655243,71.44793701171875,11.835041575114223,44.48168635368347
8,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,2.282838821411133,-0.2305964231491089,28.53433609008789,-0.09735359251499176,57.26107406616211,17.108792775352715,48.486438512802124
9,29.0,0.9655172413793104,0.0,0.0,0.0,0.0,1.0,2.7326691150665283,-0.23063373565673828,37.1674690246582,-0.012207692489027977,74.35704803466797,15.822099415497144,49.59171199798584
10,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,2.740673780441284,-0.2283337116241455,0.20395688712596893,-0.1882890909910202,0.7822086215019226,3.4243206428612605,50.63885998725891
11,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,2.5158023834228516,-0.22666311264038086,33.71662902832031,-0.10601538419723511,67.64302062988281,38.08879864328578,51.67599296569824
12,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,2.3222458362579346,-0.22629117965698242,73.51216888427734,-0.15724703669548035,147.33657836914062,35.80684133144753,56.482097864151
