update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,32.0,0.96875,0.0,0.0,0.0,0.0,1.0,3.539856195449829,-0.2408503144979477,22.836097717285156,-0.09770374745130539,45.865196228027344,5.0138895243334805,32.828574657440186
2,28.0,0.9642857142857143,0.0,0.0,0.0,0.0,1.0,3.416049003601074,-0.23836994171142578,0.34050244092941284,-0.14192095398902893,0.9624630808830261,1.423782805861669,36.947850942611694
3,27.0,0.9629629629629629,0.0,0.0,0.0,0.0,1.0,2.6906521320343018,-0.2348557710647583,0.6055637001991272,-0.0,1.2087788581848145,2.754763403977198,39.739646196365356
4,27.0,1.0,0.0,0.0,0.0,0.0,1.0,3.1274471282958984,-0.23420333862304688,190.60682678222656,-0.1531408131122589,381.517578125,42.976367502805125,44.706470012664795
5,24.0,0.9583333333333334,0.0,0.0,0.0,0.0,1.0,3.306121826171875,-0.23679232597351074,74.93666076660156,-0.14647430181503296,150.16390991210938,20.50377584220795,45.798898696899414
6,24.0,0.9166666666666666,0.041666666666666664,0.0,0.0,0.0,1.0,3.652240514755249,-0.23356498777866364,0.3486952781677246,-0.13294808566570282,0.9609510898590088,2.0071577187747787,46.88174510002136
7,29.0,0.9655172413793104,0.0,0.0,0.0,0.0,1.0,4.5293707847595215,-0.22951805591583252,0.2725370228290558,-0.19995927810668945,0.9426974058151245,1.8314667104978515,47.99223279953003
8,28.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2126305103302,-0.2277510166168213,171.9341583251953,-0.0,343.86602783203125,57.92794742982539,49.14689254760742
9,23.0,1.0,0.0,0.0,0.0,0.0,1.0,3.028700590133667,-0.22782087326049805,55.293575286865234,-0.04566425085067749,110.67620086669922,20.672970327655793,53.4615797996521
10,22.0,1.0,0.0,0.0,0.0,0.0,1.0,2.858718156814575,-0.2269200086593628,0.6897972226142883,-0.19999948143959045,1.7773241996765137,3.572747936120338,54.7317156791687
11,24.0,0.9583333333333334,0.0,0.0,0.0,0.0,1.0,3.084911823272705,-0.2272515445947647,49.53217697143555,-0.13773807883262634,99.33755493164062,13.502325515579427,59.39280939102173
12,26.0,0.9615384615384616,0.0,0.0,0.0,0.0,1.0,2.6740565299987793,-0.22623920440673828,39.93167495727539,-0.12300637364387512,80.10709381103516,17.842363322035023,64.57759666442871
