update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,2.4160358905792236,-0.23934876918792725,83.40103912353516,-0.13800029456615448,167.07568359375,19.431779037695414,29.697301626205444
2,27.0,0.9629629629629629,0.0,0.0,0.0,0.0,1.0,2.477008581161499,-0.23979198932647705,101.80814361572266,-0.17000073194503784,203.95388793945312,16.571747890448375,34.60804057121277
3,27.0,1.0,0.0,0.0,0.0,0.0,1.0,2.9950175285339355,-0.24228239059448242,97.55923461914062,-0.1654997169971466,195.44703674316406,29.834615383935883,35.556302309036255
4,26.0,0.9615384615384616,0.0,0.0,0.0,0.0,1.0,2.375274896621704,-0.24187159538269043,38.6618537902832,-0.008030110970139503,77.33734893798828,6.814413572103952,36.5200457572937
5,25.0,0.92,0.04,0.0,0.0,0.0,1.0,1.2721699476242065,-0.2419949769973755,0.08068139106035233,-0.0,0.1589428335428238,0.7309344909551273,39.35068917274475
6,23.0,0.9565217391304348,0.0,0.0,0.0,0.0,1.0,2.7107295989990234,-0.24213039875030518,0.27880221605300903,-0.0974571704864502,0.7500974535942078,1.636572511792858,43.02185297012329
7,25.0,0.96,0.0,0.0,0.0,0.0,1.0,3.620461940765381,-0.24357128143310547,0.8515602350234985,-0.0,1.7006847858428955,2.3483786119492485,44.003671169281006
8,21.0,0.9523809523809523,0.0,0.0,0.0,0.0,1.0,1.9255398511886597,-0.24226021766662598,0.485683798789978,-0.1999984085559845,1.3689417839050293,2.4444734186899333,45.031065940856934
9,24.0,1.0,0.0,0.0,0.0,0.0,1.0,2.3785691261291504,-0.2396939992904663,0.3684210181236267,-0.12963254749774933,0.9937101602554321,2.145272489030144,50.31430673599243
10,29.0,0.9655172413793104,0.0,0.0,0.0,0.0,1.0,1.7293237447738647,-0.23999261856079102,0.5216147899627686,-0.0,1.0408296585083008,3.471009822478515,51.32459568977356
11,28.0,0.9642857142857143,0.0,0.0,0.0,0.0,1.0,2.7301056385040283,-0.2405291646718979,72.07171630859375,-0.018333103507757187,144.1776885986328,25.717824632468037,56.544933795928955
12,28.0,0.9642857142857143,0.0,0.0,0.0,0.0,1.0,2.28450083732605,-0.2412949800491333,0.8421773314476013,-0.19999942183494568,2.0819406509399414,5.3906344001308675,57.544034004211426
