update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,2.0,0.0,0.0,603.0,182.0,0.0,0.3,1.0992096662521362,-0.24807822704315186,10.15880012512207,-0.006419073790311813,18.56922149658203,4.2920532158347005,28.927349090576172
2,2.0,0.0,0.0,634.0,223.0,0.0,0.2,0.5896897315979004,-0.2491133213043213,5.461501121520996,-0.014678196050226688,10.006363868713379,2.3161684520494257,32.1302592754364
3,3.0,0.3333333333333333,0.0,719.0,136.0,0.0,0.5,0.6439453959465027,-0.24912607669830322,0.5257876515388489,-0.0,0.018771417438983917,1.959970108725624,44.29661512374878
4,2.0,0.0,0.0,657.0,222.0,0.0,0.4,0.4613831043243408,-0.24995815753936768,6.531238555908203,-0.01460357941687107,12.350972175598145,1.981794553101923,48.44043183326721
5,2.0,0.0,0.0,612.0,175.0,0.0,0.3,0.44544968008995056,-0.24968552589416504,8.275507926940918,0.0034507811069488525,15.828897476196289,3.496453286109884,51.922526359558105
6,3.0,0.3333333333333333,0.0,717.0,140.0,0.0,0.3,0.40291377902030945,-0.24493706226348877,0.337249755859375,-0.09717600792646408,0.22174006700515747,2.0531034721909,62.51205039024353
7,2.0,0.0,0.0,604.0,150.0,0.1,0.4,0.42034921050071716,-0.23962509632110596,11.343108177185059,0.0033658258616924286,22.004531860351562,4.87244799164437,66.17818570137024
8,3.0,0.3333333333333333,0.0,658.0,140.0,0.1,0.2,0.424942284822464,-0.2352355718612671,8.603022575378418,-0.0005741063505411148,16.524934768676758,2.244061631727477,69.6825225353241
9,2.0,0.0,0.0,605.0,129.0,0.2,0.3,0.3411712050437927,-0.23311352729797363,9.350281715393066,-0.010802380740642548,18.17396354675293,4.662490458064624,73.81616163253784
10,3.0,0.0,0.3333333333333333,612.0,58.0,0.1,0.3,0.39360642433166504,-0.2345266342163086,0.24329718947410583,-0.11327219009399414,0.0810232162475586,2.7237736978660196,82.55200099945068
11,3.0,0.3333333333333333,0.3333333333333333,675.0,52.0,0.2,0.0,0.3685269057750702,-0.2343883514404297,3.5018482208251953,0.0007140040397644043,6.410281658172607,1.444361303748628,85.62939381599426
12,2.0,0.0,0.0,614.0,166.0,0.1,0.4,0.4241192638874054,-0.23471248149871826,11.122618675231934,-0.002606857568025589,21.56951141357422,6.285977582346801,89.15248823165894
