episode_id,policy,training_seed,evaluation_seed,num_agents,time,agent,x,y,z,vx,vy,vz,cmd_vx,cmd_vy,cmd_vz,min_pair_distance,send_latency_ms,telemetry_age_ms,interventions,qp_infeasible
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.0,0,7.032016754150391,0.38821637630462646,2.098823070526123,0.07787547260522842,0.04056423529982567,-0.07640226930379868,-1.259128212928772,-0.3812596797943115,0.5163364410400391,7.456439018249512,1.4719190075993538,0.505395932123065,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.0,1,1.8119544982910156,6.022678852081299,2.695826768875122,0.007154998369514942,0.03360285982489586,-0.021207571029663086,0.23151519894599915,-0.5774816870689392,0.15558037161827087,7.456439018249512,1.4719190075993538,0.5359898786991835,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.0,2,-5.661458969116211,3.838271379470825,3.1321353912353516,0.030730390921235085,-0.034648992121219635,-0.00980914756655693,1.1982967853546143,-1.0412236452102661,0.40610232949256897,7.456439018249512,1.4719190075993538,0.5666508805006742,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.0,3,-5.336177825927734,-3.495304822921753,4.440313339233398,-0.02375558577477932,-0.005529016721993685,-0.006124504376202822,-0.3786575198173523,0.07115457206964493,0.6753617525100708,7.456439018249512,1.4719190075993538,0.646613072603941,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.0,4,2.0542898178100586,-6.623421669006348,2.828733444213867,-0.009577922523021698,-0.009775489568710327,0.001858763163909316,-0.5638663172721863,-0.2079615592956543,0.43672308325767517,7.456439018249512,1.4719190075993538,0.6352879572659731,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.1,0,7.036557197570801,0.3949548602104187,2.093116283416748,0.05728505551815033,0.04401369020342827,-0.020632581785321236,-1.2597326040267944,-0.38405612111091614,0.5158273577690125,7.44660758972168,1.4691180549561977,0.769514124840498,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.1,1,1.802876353263855,6.0183329582214355,2.694331407546997,-0.05191023275256157,0.030036911368370056,-0.013120898976922035,0.27059847116470337,-0.5448197722434998,0.10502403974533081,7.44660758972168,1.4691180549561977,11.283152038231492,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.1,2,-5.663149356842041,3.823188543319702,3.1319522857666016,-0.01047460362315178,-0.03806887939572334,-0.027865778654813766,1.198840618133545,-1.0391056537628174,0.40557676553726196,7.44660758972168,1.4691180549561977,10.972768999636173,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.1,3,-5.345906734466553,-3.5006136894226074,4.440862655639648,-0.05802363157272339,-0.0051599666476249695,0.01730968803167343,-0.33270516991615295,0.0925617665052414,0.6565686464309692,7.44660758972168,1.4691180549561977,22.173813078552485,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.1,4,2.0457663536071777,-6.624452114105225,2.827207565307617,-0.039388690143823624,-0.014448201283812523,0.004504138138145208,-0.5632398724555969,-0.2017502784729004,0.4381542205810547,7.44660758972168,1.4691180549561977,19.879275001585484,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.2,0,7.038278579711914,0.401660293340683,2.092658519744873,0.013707450591027737,0.04636775329709053,-0.022645799443125725,-1.2440285682678223,-0.3862609565258026,0.5159852504730225,7.4438252449035645,1.3226240407675505,38.45851309597492,4,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.2,1,1.788967251777649,6.015780448913574,2.692683458328247,-0.10467970371246338,0.03429548814892769,-0.013438224792480469,0.2963443398475647,-0.5112512707710266,0.06469279527664185,7.4438252449035645,1.3226240407675505,6.872208788990974,4,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.2,2,-5.665168285369873,3.8168656826019287,3.1308231353759766,-0.014126135967671871,-0.038515523076057434,-0.02957919053733349,1.1990126371383667,-1.038538932800293,0.40561389923095703,7.4438252449035645,1.3226240407675505,6.913497811183333,4,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.2,3,-5.360400676727295,-3.504511594772339,4.440435409545898,-0.1167721152305603,-0.004202462267130613,-0.003628877690061927,-0.276147723197937,0.12615954875946045,0.6320763826370239,7.4438252449035645,1.3226240407675505,14.685160014778376,4,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.2,4,2.0375607013702393,-6.622401714324951,2.826231002807617,-0.07228609919548035,-0.015525147318840027,-0.006185589358210564,-0.5628324747085571,-0.20373624563217163,0.43989700078964233,7.4438252449035645,1.3226240407675505,15.037438133731484,4,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.30000000000000004,0,7.037837982177734,0.41144609451293945,2.091102123260498,0.004784808028489351,0.045725055038928986,-0.033971093595027924,-1.2347466945648193,-0.3877069652080536,0.5163174271583557,7.438736438751221,1.4336889144033194,35.42183502577245,4,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.30000000000000004,1,1.7780494689941406,6.017946243286133,2.690852403640747,-0.1604360193014145,0.026431258767843246,-0.029612308368086815,0.31773561239242554,-0.4685633182525635,0.03758719563484192,7.438736438751221,1.4336889144033194,0.6807020399719477,4,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.30000000000000004,2,-5.665426254272461,3.8146395683288574,3.1299076080322266,-0.00015678898489568383,-0.04723070189356804,-0.025737319141626358,1.1990748643875122,-1.0388413667678833,0.4058886170387268,7.438736438751221,1.4336889144033194,0.7322169840335846,4,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.30000000000000004,3,-5.376951694488525,-3.5023226737976074,4.438970565795898,-0.1681888997554779,-0.0036364595871418715,-0.00834860559552908,-0.22570233047008514,0.16715596616268158,0.6072266101837158,7.438736438751221,1.4336889144033194,15.226142946630716,4,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.30000000000000004,4,2.021195650100708,-6.614628791809082,2.824583053588867,-0.11189264059066772,-0.0049104150384664536,-0.0018535119015723467,-0.5614354610443115,-0.22602009773254395,0.44163164496421814,7.438736438751221,1.4336889144033194,16.6664719581604,4,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.4,0,7.042788028717041,0.41874611377716064,2.089454174041748,0.04425713047385216,0.049972809851169586,-0.02152785286307335,-1.2597663402557373,-0.38766390085220337,0.5161542296409607,7.436511039733887,1.4531950000673532,34.32521387003362,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.4,1,1.7658839225769043,6.022315502166748,2.690211534500122,-0.12406381964683533,0.03831164911389351,-0.004625208675861359,0.2916138768196106,-0.4789469242095947,0.02535298466682434,7.436511039733887,1.4531950000673532,0.6999131292104721,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.4,2,-5.664975643157959,3.815453290939331,3.1264896392822266,0.058971986174583435,-0.038198575377464294,-0.05674842372536659,1.1983550786972046,-1.0403927564620972,0.40838685631752014,7.436511039733887,1.4531950000673532,0.7532557938247919,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.4,3,-5.387519836425781,-3.498950719833374,4.439580917358398,-0.11857158690690994,0.005856226664036512,0.007070546504110098,-0.25521156191825867,0.16462579369544983,0.612635612487793,7.436511039733887,1.4531950000673532,14.180593192577362,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.4,4,2.0035951137542725,-6.605249881744385,2.823423385620117,-0.08991526812314987,-0.007341873366385698,0.01747901923954487,-0.5592650771141052,-0.23779261112213135,0.44107988476753235,7.436511039733887,1.4531950000673532,15.691910870373249,3,0
gcbf_local_train1101_n5_seed41005,gcbf_local,1101,41005,5,0.5,0,7.05236291885376,0.428341269493103,2.086127758026123,0.10882648825645447,0.05823199450969696,-0.03654306009411812,-1.258919358253479,-0.3866569995880127,0.5167222023010254,7.436862945556641,1.9018838647753,32.89266303181648,3,0
