update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,2.0,0.0,0.0,573.0,126.0,0.2,0.1,2.2435238361358643,-0.2432652711868286,13.383513450622559,-0.006697110831737518,23.188350677490234,7.037107221978327,27.02059030532837
2,2.0,0.0,0.0,570.0,171.0,0.3,0.1,1.0783531665802002,-0.24821364879608154,11.275053024291992,0.0057766493409872055,20.810707092285156,5.13184565680225,31.217286109924316
3,3.0,0.3333333333333333,0.0,657.0,90.0,0.3,0.0,0.333889365196228,-0.2529315948486328,0.3722692131996155,-0.0,0.20778611302375793,1.0035684157830527,42.48099088668823
4,3.0,0.3333333333333333,0.0,569.0,139.0,0.2,0.1,0.2698395252227783,-0.2525169849395752,9.577919960021973,-0.058929186314344406,18.83942985534668,6.386252011734494,52.53267526626587
5,3.0,0.0,0.3333333333333333,555.0,107.0,0.2,0.0,0.29732203483581543,-0.25179409980773926,14.835976600646973,-0.10445845127105713,29.402637481689453,6.4253831193479565,63.51596188545227
6,2.0,0.0,0.0,543.0,93.0,0.3,0.0,0.24336528778076172,-0.25126397609710693,12.851850509643555,0.0027853474020957947,25.306232452392578,6.003227992375631,67.09591460227966
7,2.0,0.0,0.0,533.0,140.0,0.2,0.1,0.2668685019016266,-0.2512857913970947,11.541951179504395,0.002464350312948227,22.649471282958984,5.0923427292962895,70.66105914115906
8,2.0,0.0,0.0,543.0,121.0,0.2,0.0,0.30246010422706604,-0.2544625997543335,10.913634300231934,-0.018460245802998543,21.377708435058594,5.080493875775884,74.36496496200562
9,3.0,0.3333333333333333,0.0,638.0,141.0,0.2,0.0,0.3358093500137329,-0.26345348358154297,14.031913757324219,-0.04991796612739563,27.623735427856445,7.640989309012515,78.3735740184784
10,2.0,0.0,0.0,566.0,215.0,0.2,0.0,0.2863119840621948,-0.26770472526550293,10.728815078735352,0.0008183848112821579,20.995216369628906,5.708773543190179,82.06163620948792
11,2.0,0.0,0.0,585.0,130.0,0.1,0.1,0.25385311245918274,-0.2699962854385376,9.631052017211914,-0.006575971841812134,18.866390228271484,5.720754332503148,86.43704962730408
12,2.0,0.0,0.0,587.0,180.0,0.2,0.1,0.25021910667419434,-0.2713717222213745,8.583539962768555,-0.017792031168937683,16.799598693847656,4.979901310925996,90.68794822692871
