update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,30.0,1.0,0.0,0.0,0.0,0.0,1.0,2.1786482334136963,-0.243635892868042,193.71051025390625,-0.0,387.4185791015625,49.4209302933687,28.104570865631104
2,30.0,1.0,0.0,0.0,0.0,0.0,1.0,2.3984344005584717,-0.24926531314849854,48.917274475097656,-0.10679595172405243,98.04564666748047,10.178294127449663,33.10324501991272
3,28.0,1.0,0.0,0.0,0.0,0.0,1.0,2.15584135055542,-0.25765132904052734,43.04856872558594,-0.1381535828113556,86.37086486816406,16.067742216090863,33.893200397491455
4,27.0,0.9629629629629629,0.0,0.0,0.0,0.0,1.0,2.2976231575012207,-0.26027536392211914,81.66116333007812,-0.04072678089141846,163.4011688232422,38.557093640489285,37.96036767959595
5,31.0,1.0,0.0,0.0,0.0,0.0,1.0,2.3188412189483643,-0.25981831550598145,83.70536804199219,-0.1789148449897766,167.76597595214844,31.7607270049473,38.88908243179321
6,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,2.3018345832824707,-0.25524091720581055,45.526546478271484,-0.13116438686847687,91.3128662109375,12.222864487843962,39.805007457733154
7,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,2.266772747039795,-0.2524559497833252,156.08299255371094,-0.07402834296226501,312.3115234375,69.17349961498988,40.73509955406189
8,29.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2185983657836914,-0.25007855892181396,0.2913316488265991,-0.0,0.580162525177002,2.9887129556929763,41.69152569770813
9,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,1.7334295511245728,-0.24721932411193848,81.64485168457031,-0.11438482999801636,163.51600646972656,34.706106882929014,42.626933097839355
10,29.0,0.9655172413793104,0.0,0.0,0.0,0.0,1.0,2.5461039543151855,-0.24732863903045654,0.1815173625946045,-0.0,0.36056143045425415,2.4015516236348424,43.55210041999817
11,26.0,0.9615384615384616,0.0,0.0,0.0,0.0,1.0,2.498206615447998,-0.2472977638244629,0.25889724493026733,-0.1635972410440445,0.8425160050392151,2.558173316617204,44.505348205566406
12,30.0,1.0,0.0,0.0,0.0,0.0,1.0,2.3585214614868164,-0.24545419216156006,0.22367630898952484,-0.16751280426979065,0.779923677444458,4.986510448902155,45.32776975631714
