update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,2.0,0.0,0.0,615.0,170.0,0.0,0.2,1.3834625482559204,-0.2494349479675293,10.057891845703125,0.00665818527340889,17.886432647705078,4.993510339373422,26.754959106445312
2,2.0,0.0,0.0,628.0,226.0,0.0,0.2,0.7723241448402405,-0.2526305913925171,8.68040943145752,0.0005699386820197105,16.12143325805664,3.534192449508318,30.70577073097229
3,2.0,0.0,0.0,612.0,213.0,0.0,0.3,0.5663238763809204,-0.25420570373535156,10.651358604431152,-0.01893037185072899,20.431917190551758,3.7283072167960456,34.78251504898071
4,3.0,0.3333333333333333,0.0,653.0,222.0,0.0,0.2,0.5814997553825378,-0.25145435333251953,18.976381301879883,-0.047216616570949554,37.114280700683594,7.769565732753789,48.178768157958984
5,2.0,0.0,0.0,636.0,188.0,0.0,0.2,0.4677337408065796,-0.24972796440124512,6.731784820556641,-0.004548255819827318,12.721794128417969,2.8723550439204577,52.118245363235474
6,2.0,0.0,0.0,632.0,180.0,0.0,0.3,0.44241172075271606,-0.24787819385528564,11.00749397277832,-0.010367874056100845,21.32538604736328,4.412423144599533,56.038004875183105
7,2.0,0.0,0.0,636.0,126.0,0.1,0.3,0.43397191166877747,-0.24697458744049072,6.141124248504639,-0.021741092205047607,11.628905296325684,2.9973315076903266,59.08418917655945
8,3.0,0.3333333333333333,0.0,687.0,180.0,0.0,0.3,0.43583041429519653,-0.243363618850708,0.29156941175460815,-0.09219248592853546,0.06776149570941925,1.3832800660639315,68.07148694992065
9,2.0,0.0,0.0,601.0,169.0,0.0,0.4,0.39165541529655457,-0.2409214973449707,12.012369155883789,-0.0006630830466747284,23.39700698852539,6.569868117887139,71.37069654464722
10,3.0,0.3333333333333333,0.0,657.0,159.0,0.0,0.2,0.5231385231018066,-0.23885905742645264,23.788469314575195,-0.15851137042045593,47.0545539855957,19.02050300050077,82.56853294372559
11,2.0,0.0,0.0,647.0,249.0,0.0,0.3,0.4682967960834503,-0.23663997650146484,7.237845420837402,-0.0013761799782514572,13.726801872253418,3.77869822272805,85.94440269470215
12,3.0,0.3333333333333333,0.0,714.0,120.0,0.0,0.2,0.5041227340698242,-0.23499178886413574,0.25166457891464233,-0.18108104169368744,0.0565449558198452,1.331942287970899,90.17317938804626
