update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,28.0,0.9642857142857143,0.0,0.0,0.0,0.0,1.0,2.4474241733551025,-0.24769842624664307,51.11833953857422,-0.10569237172603607,102.44558715820312,9.772713260437076,31.582114458084106
2,25.0,0.96,0.0,0.0,0.0,0.0,1.0,2.0641980171203613,-0.2506207227706909,39.28390121459961,-0.01446971483528614,78.59423828125,5.0759218414156475,32.58050084114075
3,31.0,1.0,0.0,0.0,0.0,0.0,1.0,1.9015188217163086,-0.251564621925354,64.74369812011719,-0.13749289512634277,129.75985717773438,13.484037295054502,36.30677580833435
4,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,2.4077017307281494,-0.2558826208114624,0.3559635281562805,-0.13986128568649292,0.9890908002853394,1.9141403557065804,41.48412823677063
5,26.0,0.9230769230769231,0.038461538461538464,0.0,0.0,0.0,1.0,2.0402956008911133,-0.25751495361328125,0.0908338651061058,-0.19023263454437256,0.5595578551292419,2.6880358089780576,46.36631774902344
6,30.0,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,2.001532554626465,-0.25800657272338867,56.15239334106445,-0.10481803119182587,112.5118408203125,25.750979323884106,47.30328941345215
7,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,2.921708345413208,-0.2560758590698242,0.4534722566604614,-0.1999989151954651,1.3043816089630127,3.1057408751361755,48.221747398376465
8,29.0,0.9655172413793104,0.0,0.0,0.0,0.0,1.0,2.5161256790161133,-0.25489556789398193,0.063680000603199,-0.0,0.12481103837490082,0.9320749107500235,50.847105264663696
9,31.0,1.0,0.0,0.0,0.0,0.0,1.0,2.151125192642212,-0.25435423851013184,41.25764846801758,-0.007063569966703653,82.52688598632812,10.55606970129841,51.72685647010803
10,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,2.755740165710449,-0.25348639488220215,0.04903752729296684,-0.0,0.09554018825292587,0.7949816207042422,52.634822607040405
11,28.0,0.9642857142857143,0.0,0.0,0.0,0.0,1.0,2.3036394119262695,-0.2528805732727051,44.20274353027344,-0.13632866740226746,88.67562103271484,13.564856262203458,53.494242668151855
12,31.0,0.967741935483871,0.0,0.0,0.0,0.0,1.0,1.7383297681808472,-0.2534574270248413,84.48896789550781,-0.17141902446746826,169.3182373046875,33.117742126375894,54.37338209152222
