update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,2.0,0.0,0.0,596.0,91.0,0.0,0.1,1.372917652130127,-0.24896717071533203,12.647571563720703,-0.004289992153644562,23.104564666748047,5.793910177881556,27.64152693748474
2,3.0,0.3333333333333333,0.0,713.0,113.0,0.0,0.3,0.5275764465332031,-0.25177431106567383,4.035397529602051,-0.011275213211774826,7.246705532073975,2.4093480361331947,35.32607626914978
3,3.0,0.3333333333333333,0.0,684.0,167.0,0.0,0.4,0.40434908866882324,-0.253451943397522,0.2951391935348511,-0.06371697783470154,0.06821930408477783,3.5087167696322896,44.59738516807556
4,2.0,0.0,0.0,638.0,201.0,0.0,0.2,0.3180292248725891,-0.2558399438858032,8.064454078674316,-0.013119417242705822,15.643741607666016,2.7997222959951285,48.36984133720398
5,2.0,0.0,0.0,630.0,204.0,0.0,0.1,0.32401910424232483,-0.2601257562637329,4.056140422821045,-0.013272559270262718,7.617794036865234,1.6684352625218555,52.357741832733154
6,3.0,0.3333333333333333,0.0,676.0,212.0,0.0,0.1,0.4568219482898712,-0.26162779331207275,0.2701604962348938,-0.11678814888000488,0.04036586731672287,2.3618213467391516,63.7917640209198
7,2.0,0.0,0.0,617.0,170.0,0.1,0.0,0.30459171533584595,-0.2601741552352905,8.279622077941895,-0.014248872175812721,16.097793579101562,3.338373067988683,68.70179486274719
8,2.0,0.0,0.0,584.0,139.0,0.1,0.1,0.2618217468261719,-0.2576819658279419,14.17186164855957,-0.013218937441706657,27.94866943359375,6.721965040061108,73.33195114135742
9,2.0,0.0,0.0,561.0,115.0,0.1,0.0,0.2405947893857956,-0.25701820850372314,13.053064346313477,-0.008075559511780739,25.734756469726562,6.568621397195693,77.27661442756653
10,2.0,0.0,0.0,524.0,87.0,0.1,0.1,0.2293805480003357,-0.25652074813842773,15.561121940612793,-0.004499476402997971,30.761669158935547,8.667350226592399,81.32772636413574
11,3.0,0.3333333333333333,0.0,603.0,172.0,0.3,0.0,0.4307349920272827,-0.25542616844177246,0.2852746546268463,-0.13466426730155945,0.1481475681066513,1.6828584311620984,85.73780584335327
12,2.0,0.0,0.0,556.0,87.0,0.3,0.0,0.24917322397232056,-0.2519623041152954,15.141471862792969,0.007341029122471809,29.867063522338867,10.087806875966963,90.12939786911011
