collision,collision_type,comm_drop_rate,interventions,mean_goal_distance,mean_inference_ms,mean_path_length,min_dynamic_distance,min_pair_distance,min_static_clearance,num_agents,p95_inference_ms,policy,qp_infeasible,scenario,seed,steps,team_success,timeout,total_energy,training_seed,trajectory_file
True,static_or_boundary,0.0,233,5.787917137145996,2.8906229689406855,12.761367440223694,1.324330449104309,1.3670473098754883,-0.043000221252441406,5,4.748923424631354,gcbf_privileged,54,wind,31072,60,False,False,56.96531448548194,1102,
False,none,0.0,399,0.247910737991333,2.5506457995350766,25.55119088254869,1.3839002847671509,1.2795417308807373,0.06627273559570312,5,3.3157661324366927,gcbf_privileged,2,wind,31073,123,True,False,210.95212367187014,1102,
False,none,0.0,387,0.27173179388046265,2.6386141858344514,25.18659281618893,1.407454490661621,1.2836360931396484,0.6157770156860352,5,3.240089979954064,gcbf_privileged,15,wind,31074,126,True,False,196.32192179712547,1102,
True,static_or_boundary,0.0,134,10.312262535095215,2.7716870203481188,5.7598476253449915,1.3775668144226074,2.001091957092285,-0.06719589233398438,5,3.436981327831745,gcbf_privileged,18,wind,31075,28,False,False,27.481542165536666,1102,
True,static_or_boundary,0.0,194,7.94265604019165,2.965446988431116,9.407601621001959,1.008359670639038,1.2616512775421143,-0.07180249691009521,5,3.8936316617764524,gcbf_privileged,32,wind,31076,42,False,False,58.472427485874505,1102,
True,static_or_boundary,0.0,97,9.533096313476562,2.6843528559600762,5.586456124484539,0.6720592975616455,2.140752077102661,-0.11804986000061035,5,3.5969524295069273,gcbf_privileged,15,wind,31077,22,False,False,25.593581610293768,1102,
False,none,0.0,332,0.20210690796375275,2.5953078623284997,23.45071081779897,1.202708125114441,1.3104640245437622,0.48082971572875977,5,3.105191513895988,gcbf_privileged,15,wind,31078,97,True,False,161.86543624502974,1102,
False,none,0.0,323,0.30344992876052856,2.6872026051698934,22.679657070711254,1.5103691816329956,1.7721995115280151,0.029566287994384766,5,3.4009639639407396,gcbf_privileged,23,wind,31079,101,True,False,138.33755881753223,1102,
True,static_or_boundary,0.0,104,10.145106315612793,2.6295789841400543,5.061902157962322,1.1812973022460938,2.0990660190582275,-0.015207052230834961,5,2.958825835958123,gcbf_privileged,16,wind,31080,23,False,False,24.567229311098345,1102,
True,dynamic_obstacle,0.0,279,3.8116626739501953,2.9217524427002752,15.08442809060216,0.516537606716156,1.4824316501617432,0.06271886825561523,5,4.005848476663231,gcbf_privileged,39,wind,31081,69,False,False,95.06663682829094,1102,
True,static_or_boundary,0.0,125,7.445656776428223,2.5931416841393164,9.64164629727602,1.3798145055770874,1.840955376625061,-0.0066432952880859375,5,3.573837876319883,gcbf_privileged,3,wind,31082,33,False,False,40.07773251335675,1102,
True,static_or_boundary,0.0,203,6.786557197570801,2.550964897617381,12.16332733631134,0.8802960515022278,1.480499267578125,-0.0955352783203125,5,3.1895337859168644,gcbf_privileged,8,wind,31083,47,False,False,70.05937593926501,1102,
True,static_or_boundary,0.0,120,10.166366577148438,3.050691483972164,5.4078130424022675,1.6344538927078247,2.1173958778381348,-0.04302680492401123,5,3.814167343080044,gcbf_privileged,14,wind,31084,26,False,False,35.46182218781905,1102,
True,static_or_boundary,0.0,224,4.756401062011719,2.6458649724525842,12.768754555284977,1.1374768018722534,1.6747030019760132,-0.008770227432250977,5,3.332965169101953,gcbf_privileged,12,wind,31085,57,False,False,71.04790604046866,1102,
True,static_or_boundary,0.0,400,3.0189828872680664,2.785051954059123,20.79553475892171,1.1346895694732666,1.5014703273773193,-0.028108835220336914,5,4.148600390180945,gcbf_privileged,88,wind,31086,116,False,False,199.37119061774138,1102,
False,none,0.0,414,0.6743974685668945,2.8626865405385615,25.04808703982271,1.0936076641082764,1.4916185140609741,0.6238187551498413,5,3.7738728919066484,gcbf_privileged,22,wind,31087,128,False,True,215.3539371006118,1102,
False,none,0.0,366,0.428877055644989,7.833651054170332,26.578002102300523,1.3814096450805664,1.6427778005599976,0.29539695382118225,5,63.33132132422178,gcbf_privileged,21,wind,31088,128,False,True,225.55751099676672,1102,
False,none,0.0,289,0.3500926196575165,2.9462228540512845,20.46517835073173,1.0268343687057495,1.460013508796692,0.5941085815429688,5,4.102524975314737,gcbf_privileged,5,wind,31089,82,True,False,119.40268491681854,1102,
True,static_or_boundary,0.0,288,6.456634521484375,2.7021569042136115,11.785867273062468,0.5631652474403381,1.77826988697052,-0.05198812484741211,5,3.0776304425671697,gcbf_privileged,50,wind,31090,62,False,False,86.94096600431658,1102,
True,static_or_boundary,0.0,263,2.583117723464966,4.1139171397710435,15.559086273983121,0.7573797702789307,1.5955359935760498,-0.10205471515655518,5,4.409025190398097,gcbf_privileged,17,wind,31091,61,False,False,67.71402679395578,1102,
True,static_or_boundary,0.0,316,4.368320465087891,2.832414791919291,15.819124676287174,0.9949336051940918,1.630119800567627,-0.01169884204864502,5,3.793715557549149,gcbf_privileged,67,wind,31092,80,False,False,102.21338456494504,1102,
True,static_or_boundary,0.0,222,6.0882062911987305,2.8681794515336456,10.85379686858505,1.5468543767929077,1.456695556640625,-0.07398796081542969,5,4.628655500710009,gcbf_privileged,63,wind,31093,53,False,False,58.9925307161684,1102,
False,none,0.0,458,1.4718267917633057,2.5474166177446023,23.00517788939178,1.2973408699035645,1.8520123958587646,0.7289094924926758,5,3.2058604061603546,gcbf_privileged,85,wind,31094,128,False,True,185.13566290767153,1102,
False,none,0.0,359,0.26531609892845154,2.703558651264757,22.223556609265508,0.9412183165550232,1.630362868309021,0.7307413220405579,5,3.361316642258316,gcbf_privileged,9,wind,31095,100,True,False,146.948537448945,1102,
True,static_or_boundary,0.0,85,10.471277236938477,2.5718970420329192,4.943507397174836,1.3565624952316284,3.288689136505127,-0.010458946228027344,5,3.13228687737137,gcbf_privileged,15,wind,31096,19,False,False,19.2870448975591,1102,
False,none,0.0,496,2.9787776470184326,2.820379158947617,21.119655063189565,0.7379398941993713,1.5444072484970093,0.21407651901245117,5,3.8575337151996787,gcbf_privileged,171,wind,31097,128,False,True,172.9687481060446,1102,
True,static_or_boundary,0.0,166,7.020264625549316,2.7823335911351736,9.257163697481156,1.1942594051361084,1.7733395099639893,-0.010494232177734375,5,3.254994051530957,gcbf_privileged,21,wind,31098,41,False,False,44.544610921260755,1102,
False,none,0.0,279,0.3034542202949524,2.7235137203182926,20.430340617895126,1.0736807584762573,1.318160057067871,0.2455277442932129,5,3.417358349543062,gcbf_privileged,9,wind,31099,78,True,False,113.28932730851375,1102,
False,none,0.0,450,5.023439884185791,7.890161123214057,18.393943878449498,1.3303859233856201,1.4674347639083862,0.33864688873291016,5,57.31984740123153,gcbf_privileged,188,dropout,31000,128,False,True,163.4583892137053,1102,gcbf_privileged_train1102_n5_dropout_seed31000.json
True,static_or_boundary,0.0,247,4.428000450134277,2.68598613008086,12.755352825671434,0.9858794808387756,1.5214391946792603,-0.002351522445678711,5,3.5013489425182343,gcbf_privileged,40,dropout,31001,58,False,False,68.07821959011198,1102,gcbf_privileged_train1102_n5_dropout_seed31001.json
True,static_or_boundary,0.0,283,5.777713298797607,2.6030627020176444,13.17483269125223,1.106080174446106,1.6143689155578613,-0.08627688884735107,5,3.3373898128047585,gcbf_privileged,75,dropout,31002,63,False,False,80.02438870936203,1102,gcbf_privileged_train1102_n5_dropout_seed31002.json
True,static_or_boundary,0.0,95,10.301127433776855,2.843726077117026,4.52964618653059,0.8594753742218018,2.812162399291992,-0.016277074813842773,5,3.327788307797165,gcbf_privileged,14,dropout,31003,20,False,False,23.86228260723874,1102,
False,none,0.0,387,0.2616691589355469,2.4214645320745674,22.595232969149947,1.3518425226211548,1.4690251350402832,0.7667250037193298,5,3.0346057377755637,gcbf_privileged,38,dropout,31004,114,True,False,183.78986453146035,1102,
True,static_or_boundary,0.0,347,4.0669050216674805,2.8746090622411833,15.649867587536573,0.9582871198654175,1.3829947710037231,-0.004714846611022949,5,3.76358286011964,gcbf_privileged,91,dropout,31005,90,False,False,116.3794570682312,1102,
False,none,0.0,440,3.651123046875,2.7175507038919022,20.152504277043043,1.027636170387268,1.4138261079788208,0.10524262487888336,5,3.575549705419689,gcbf_privileged,176,dropout,31006,128,False,True,170.4747687179988,1102,
True,static_or_boundary,0.0,261,3.1982266902923584,2.5709717800574645,15.410954284481704,1.1396361589431763,1.630042314529419,-0.04575908184051514,5,3.266445884946732,gcbf_privileged,47,dropout,31007,70,False,False,88.64030798671456,1102,
True,static_or_boundary,0.0,198,9.105894088745117,2.714348336060842,7.7740516975522045,0.9924634099006653,1.508347988128662,-0.049468398094177246,5,3.3210549503564835,gcbf_privileged,42,dropout,31008,42,False,False,64.90633247244114,1102,
