update,episodes,collision_rate,success_rate,interventions,infeasible,validation_success_rate,validation_collision_rate,barrier_loss,entropy,loss,policy_loss,value_loss,grad_l2,elapsed_seconds
1,2.0,0.0,0.0,571.0,111.0,0.1,0.2,1.7758792638778687,-0.24168193340301514,11.397687911987305,-0.012253206223249435,19.976058959960938,5.816196730115596,27.57775115966797
2,3.0,0.0,0.3333333333333333,630.0,101.0,0.1,0.1,0.7357773780822754,-0.24122381210327148,0.4924383759498596,-0.17475073039531708,0.1547221541404724,3.2783322863889945,41.12694692611694
3,3.0,0.0,0.3333333333333333,555.0,36.0,0.1,0.2,0.7777180671691895,-0.24032163619995117,0.5988305807113647,-0.19999971985816956,0.3509085476398468,3.148428645167786,52.48916792869568
4,2.0,0.0,0.0,566.0,168.0,0.1,0.2,0.5103069543838501,-0.2403632402420044,12.015541076660156,0.0032044798135757446,23.205780029296875,3.896403821851101,56.22023248672485
5,3.0,0.0,0.3333333333333333,602.0,98.0,0.0,0.2,0.4496176838874817,-0.24027252197265625,17.981077194213867,-0.1360584944486618,35.512481689453125,9.275601527305833,60.001184701919556
6,2.0,0.0,0.0,594.0,141.0,0.1,0.1,0.4656195342540741,-0.2395859956741333,11.130627632141113,-0.013662740588188171,21.54119300842285,4.914342694472982,64.16228199005127
7,3.0,0.0,0.3333333333333333,571.0,89.0,0.1,0.2,0.3255789577960968,-0.24044227600097656,0.22346869111061096,-0.12310276925563812,0.1698121279478073,1.944671719457712,75.05495071411133
8,2.0,0.0,0.0,563.0,94.0,0.1,0.2,0.43038180470466614,-0.24335229396820068,10.473043441772461,0.011713281273841858,20.231616973876953,5.706936708009275,78.90093493461609
9,2.0,0.0,0.0,546.0,99.0,0.1,0.1,0.4430261552333832,-0.24498450756072998,11.440686225891113,0.00042800605297088623,22.169225692749023,6.1051519523346265,82.63909649848938
10,2.0,0.0,0.0,604.0,151.0,0.1,0.1,0.42534396052360535,-0.24435746669769287,9.476921081542969,-0.0014982745051383972,18.273845672607422,4.702360368420965,86.96570158004761
11,2.0,0.0,0.0,563.0,76.0,0.0,0.4,0.40763306617736816,-0.24165809154510498,10.567829132080078,-0.017380615696310997,20.515790939331055,6.0681921578494045,90.91775941848755
12,3.0,0.3333333333333333,0.0,683.0,181.0,0.1,0.1,0.3941229581832886,-0.23935985565185547,0.29022735357284546,-0.10802129656076431,0.16350696980953217,1.6940525119094019,99.25253939628601
