step,time_s,uav,x_m,y_m,z_m,goal_x_m,goal_y_m,goal_z_m
17,4.25,1,3.8094069957733154,-1.3013850450515747,4.7211198806762695,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
17,4.25,2,-2.3581721782684326,1.1549259424209595,5.382451057434082,3.2338788509368896,-5.552061557769775,4.519034385681152
17,4.25,3,-1.3864672183990479,-3.4323623180389404,5.84981632232666,3.556056022644043,6.004863739013672,4.364777088165283
18,4.5,1,3.4616198539733887,-1.2973229885101318,4.791677951812744,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
18,4.5,2,-2.2446436882019043,0.8848618268966675,5.47542142868042,3.2338788509368896,-5.552061557769775,4.519034385681152
18,4.5,3,-1.1854292154312134,-3.15444016456604,5.892467021942139,3.556056022644043,6.004863739013672,4.364777088165283
19,4.75,1,3.253528118133545,-1.4001015424728394,4.883005619049072,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
19,4.75,2,-2.2382564544677734,0.6519790291786194,5.628850936889648,3.2338788509368896,-5.552061557769775,4.519034385681152
19,4.75,3,-0.9632769227027893,-2.8612003326416016,5.953383445739746,3.556056022644043,6.004863739013672,4.364777088165283
20,5.0,1,2.9903764724731445,-1.3964223861694336,4.9608588218688965,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
20,5.0,2,-2.1175928115844727,0.3550993502140045,5.682747840881348,3.2338788509368896,-5.552061557769775,4.519034385681152
20,5.0,3,-0.7535289525985718,-2.5757060050964355,5.977019786834717,3.556056022644043,6.004863739013672,4.364777088165283
21,5.25,1,2.7876763343811035,-1.4958367347717285,5.0212202072143555,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
21,5.25,2,-2.1159110069274902,0.04201820492744446,5.760769844055176,3.2338788509368896,-5.552061557769775,4.519034385681152
21,5.25,3,-0.5605400800704956,-2.30601167678833,5.9857048988342285,3.556056022644043,6.004863739013672,4.364777088165283
22,5.5,1,2.521221876144409,-1.4860436916351318,5.103178024291992,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
22,5.5,2,-2.084974527359009,-0.13569769263267517,5.756713390350342,3.2338788509368896,-5.552061557769775,4.519034385681152
22,5.5,3,-0.3537828326225281,-2.150952100753784,6.048700332641602,3.556056022644043,6.004863739013672,4.364777088165283
23,5.75,1,2.3396592140197754,-1.5644047260284424,5.1945085525512695,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
23,5.75,2,-1.9703588485717773,-0.3052331209182739,5.759983062744141,3.2338788509368896,-5.552061557769775,4.519034385681152
23,5.75,3,-0.16943857073783875,-1.9949934482574463,6.0934247970581055,3.556056022644043,6.004863739013672,4.364777088165283
24,6.0,1,2.2783210277557373,-1.4962623119354248,5.149900913238525,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
24,6.0,2,-1.9232044219970703,-0.4170410931110382,5.73450231552124,3.2338788509368896,-5.552061557769775,4.519034385681152
24,6.0,3,-0.11486975848674774,-1.8252222537994385,6.20822286605835,3.556056022644043,6.004863739013672,4.364777088165283
25,6.25,1,2.0961129665374756,-1.4508432149887085,5.180408000946045,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
25,6.25,2,-1.8817901611328125,-0.5373058319091797,5.663297176361084,3.2338788509368896,-5.552061557769775,4.519034385681152
25,6.25,3,0.06001976132392883,-1.631351351737976,6.2066779136657715,3.556056022644043,6.004863739013672,4.364777088165283
26,6.5,1,1.8712987899780273,-1.3835405111312866,5.227444648742676,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
26,6.5,2,-1.7736070156097412,-0.7188169360160828,5.596808910369873,3.2338788509368896,-5.552061557769775,4.519034385681152
26,6.5,3,0.09845302253961563,-1.4362945556640625,6.302660942077637,3.556056022644043,6.004863739013672,4.364777088165283
27,6.75,1,1.7742910385131836,-1.3100802898406982,5.162803649902344,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
27,6.75,2,-1.7850074768066406,-0.8864121437072754,5.513612270355225,3.2338788509368896,-5.552061557769775,4.519034385681152
27,6.75,3,0.11004594713449478,-1.2001954317092896,6.365779876708984,3.556056022644043,6.004863739013672,4.364777088165283
28,7.0,1,1.613614559173584,-1.2457889318466187,5.165004730224609,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
28,7.0,2,-1.6528656482696533,-1.1206995248794556,5.501373291015625,3.2338788509368896,-5.552061557769775,4.519034385681152
28,7.0,3,0.2651810944080353,-1.0571578741073608,6.395780086517334,3.556056022644043,6.004863739013672,4.364777088165283
29,7.25,1,1.5794804096221924,-1.2039393186569214,5.028913974761963,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
29,7.25,2,-1.4040809869766235,-1.353014349937439,5.472108840942383,3.2338788509368896,-5.552061557769775,4.519034385681152
29,7.25,3,0.3160266876220703,-0.7856976985931396,6.476728439331055,3.556056022644043,6.004863739013672,4.364777088165283
30,7.5,1,1.4618115425109863,-1.1304534673690796,5.023288249969482,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
30,7.5,2,-1.2388310432434082,-1.4573256969451904,5.521274089813232,3.2338788509368896,-5.552061557769775,4.519034385681152
30,7.5,3,0.5333376526832581,-0.5952909588813782,6.5153608322143555,3.556056022644043,6.004863739013672,4.364777088165283
31,7.75,1,1.4767186641693115,-1.0904557704925537,4.9928483963012695,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
31,7.75,2,-1.110526204109192,-1.6001121997833252,5.550782680511475,3.2338788509368896,-5.552061557769775,4.519034385681152
31,7.75,3,0.7627273797988892,-0.3638596534729004,6.554635047912598,3.556056022644043,6.004863739013672,4.364777088165283
32,8.0,1,1.343410849571228,-0.9974424839019775,5.096033096313477,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
32,8.0,2,-0.929547131061554,-1.6335554122924805,5.594357490539551,3.2338788509368896,-5.552061557769775,4.519034385681152
32,8.0,3,0.9653099179267883,-0.11114785075187683,6.623446941375732,3.556056022644043,6.004863739013672,4.364777088165283
33,8.25,1,1.3256239891052246,-0.9481319189071655,5.080541610717773,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
33,8.25,2,-0.8745826482772827,-1.784780502319336,5.65493106842041,3.2338788509368896,-5.552061557769775,4.519034385681152
33,8.25,3,1.1532094478607178,0.20370140671730042,6.635407447814941,3.556056022644043,6.004863739013672,4.364777088165283
34,8.5,1,1.171231985092163,-0.8806291818618774,5.19742488861084,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
34,8.5,2,-0.7092388868331909,-1.8234496116638184,5.7208991050720215,3.2338788509368896,-5.552061557769775,4.519034385681152
34,8.5,3,1.3331449031829834,0.5317819714546204,6.63871955871582,3.556056022644043,6.004863739013672,4.364777088165283
35,8.75,1,1.1349542140960693,-0.8319675922393799,5.17880916595459,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
35,8.75,2,-0.6239834427833557,-1.9668540954589844,5.7825446128845215,3.2338788509368896,-5.552061557769775,4.519034385681152
35,8.75,3,1.4970847368240356,0.8813347816467285,6.56890869140625,3.556056022644043,6.004863739013672,4.364777088165283
36,9.0,1,0.9695547223091125,-0.7812471389770508,5.277790546417236,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
36,9.0,2,-0.45059818029403687,-1.9754589796066284,5.8372602462768555,3.2338788509368896,-5.552061557769775,4.519034385681152
36,9.0,3,1.6556483507156372,1.24757719039917,6.557465553283691,3.556056022644043,6.004863739013672,4.364777088165283
37,9.25,1,0.9511381387710571,-0.7409805655479431,5.2801055908203125,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
37,9.25,2,-0.3025343120098114,-2.135432720184326,5.917994976043701,3.2338788509368896,-5.552061557769775,4.519034385681152
37,9.25,3,1.8262913227081299,1.5865280628204346,6.488598346710205,3.556056022644043,6.004863739013672,4.364777088165283
38,9.5,1,0.9656785130500793,-0.7172979712486267,5.240808963775635,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
38,9.5,2,-0.05282104015350342,-2.2098169326782227,5.981703281402588,3.2338788509368896,-5.552061557769775,4.519034385681152
38,9.5,3,2.004695415496826,1.9072694778442383,6.48317813873291,3.556056022644043,6.004863739013672,4.364777088165283
39,9.75,1,0.9629033803939819,-0.7207625508308411,5.205606937408447,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
39,9.75,2,0.20973873138427734,-2.415684461593628,5.9722981452941895,3.2338788509368896,-5.552061557769775,4.519034385681152
39,9.75,3,2.1779308319091797,2.1996326446533203,6.3734331130981445,3.556056022644043,6.004863739013672,4.364777088165283
40,10.0,1,0.8533533215522766,-0.7971755862236023,5.306980133056641,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
40,10.0,2,0.4900670051574707,-2.5413784980773926,6.067300319671631,3.2338788509368896,-5.552061557769775,4.519034385681152
40,10.0,3,2.370434522628784,2.4738497734069824,6.395016193389893,3.556056022644043,6.004863739013672,4.364777088165283
41,10.25,1,0.6083446741104126,-0.8070653676986694,5.3785881996154785,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
41,10.25,2,0.754380464553833,-2.7852885723114014,6.06068754196167,3.2338788509368896,-5.552061557769775,4.519034385681152
41,10.25,3,2.5370919704437256,2.740180015563965,6.302914619445801,3.556056022644043,6.004863739013672,4.364777088165283
42,10.5,1,0.2837172746658325,-0.8868604898452759,5.422310829162598,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
42,10.5,2,1.0050944089889526,-2.945680856704712,6.189757347106934,3.2338788509368896,-5.552061557769775,4.519034385681152
42,10.5,3,2.6910338401794434,2.997960329055786,6.346495151519775,3.556056022644043,6.004863739013672,4.364777088165283
43,10.75,1,-0.04123640060424805,-0.885626494884491,5.471861839294434,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
43,10.75,2,1.2500317096710205,-3.2142257690429688,6.2015838623046875,3.2338788509368896,-5.552061557769775,4.519034385681152
43,10.75,3,2.8314332962036133,3.2600257396698,6.27283239364624,3.556056022644043,6.004863739013672,4.364777088165283
44,11.0,1,-0.24596203863620758,-0.9304819107055664,5.571959495544434,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
44,11.0,2,1.48317289352417,-3.4340529441833496,6.263426780700684,3.2338788509368896,-5.552061557769775,4.519034385681152
44,11.0,3,2.9623026847839355,3.5474634170532227,6.14964485168457,3.556056022644043,6.004863739013672,4.364777088165283
45,11.25,1,-0.535205602645874,-0.9191646575927734,5.584054470062256,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
45,11.25,2,1.7150951623916626,-3.7051970958709717,6.185911655426025,3.2338788509368896,-5.552061557769775,4.519034385681152
45,11.25,3,3.0916426181793213,3.8110148906707764,5.940190315246582,3.556056022644043,6.004863739013672,4.364777088165283
46,11.5,1,-0.7018097639083862,-0.9009726047515869,5.654801368713379,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
46,11.5,2,1.947980284690857,-3.98954439163208,6.144313335418701,3.2338788509368896,-5.552061557769775,4.519034385681152
46,11.5,3,3.2193665504455566,4.074871063232422,5.713193893432617,3.556056022644043,6.004863739013672,4.364777088165283
47,11.75,1,-0.9898433685302734,-0.8785644769668579,5.6509881019592285,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
47,11.75,2,2.1650900840759277,-4.257475852966309,6.074211120605469,3.2338788509368896,-5.552061557769775,4.519034385681152
47,11.75,3,3.328080892562866,4.3468475341796875,5.501084327697754,3.556056022644043,6.004863739013672,4.364777088165283
48,12.0,1,-1.1483402252197266,-0.8518801927566528,5.766117095947266,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
48,12.0,2,2.3919460773468018,-4.514716148376465,6.078648090362549,3.2338788509368896,-5.552061557769775,4.519034385681152
48,12.0,3,3.438699245452881,4.622608661651611,5.300144672393799,3.556056022644043,6.004863739013672,4.364777088165283
49,12.25,1,-1.4382805824279785,-0.8288821578025818,5.764884948730469,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
49,12.25,2,2.590219020843506,-4.756513595581055,6.025520324707031,3.2338788509368896,-5.552061557769775,4.519034385681152
49,12.25,3,3.5206918716430664,4.896674633026123,5.108280181884766,3.556056022644043,6.004863739013672,4.364777088165283
50,12.5,1,-1.66245698928833,-0.8034932613372803,5.894940376281738,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
50,12.5,2,2.788630962371826,-4.978497505187988,6.006389141082764,3.2338788509368896,-5.552061557769775,4.519034385681152
50,12.5,3,3.566096544265747,5.170072078704834,4.931427955627441,3.556056022644043,6.004863739013672,4.364777088165283
51,12.75,1,-1.9712198972702026,-0.7932382225990295,5.888540267944336,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
51,12.75,2,2.9781765937805176,-5.182660102844238,5.88425874710083,3.2338788509368896,-5.552061557769775,4.519034385681152
51,12.75,3,3.6008999347686768,5.432287216186523,4.740628719329834,3.556056022644043,6.004863739013672,4.364777088165283
52,13.0,1,-2.257877826690674,-0.7911285161972046,5.913856029510498,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
52,13.0,2,3.18506121635437,-5.367691516876221,5.793488502502441,3.2338788509368896,-5.552061557769775,4.519034385681152
52,13.0,3,3.6057724952697754,5.68364953994751,4.559814929962158,3.556056022644043,6.004863739013672,4.364777088165283
53,13.25,1,-2.55999493598938,-0.7850142121315002,5.865194320678711,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
53,13.25,2,3.3161449432373047,-5.49478816986084,5.613438129425049,3.2338788509368896,-5.552061557769775,4.519034385681152
53,13.25,3,3.578188419342041,5.940847873687744,4.390839099884033,3.556056022644043,6.004863739013672,4.364777088165283
54,13.5,1,-2.8648695945739746,-0.7754538059234619,5.808966159820557,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
54,13.5,2,3.48628306388855,-5.5866827964782715,5.470578193664551,3.2338788509368896,-5.552061557769775,4.519034385681152
54,13.5,3,3.461383819580078,6.203611850738525,4.281896591186523,3.556056022644043,6.004863739013672,4.364777088165283
55,13.75,1,-3.1974897384643555,-0.7426843643188477,5.762848854064941,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
55,13.75,2,3.503037452697754,-5.624626159667969,5.265169620513916,3.2338788509368896,-5.552061557769775,4.519034385681152
55,13.75,3,3.441195249557495,6.3603339195251465,4.310251235961914,3.556056022644043,6.004863739013672,4.364777088165283
56,14.0,1,-3.539912700653076,-0.7417998909950256,5.7248735427856445,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
56,14.0,2,3.607631206512451,-5.69616174697876,5.106412410736084,3.2338788509368896,-5.552061557769775,4.519034385681152
56,14.0,3,3.535323143005371,6.357583045959473,4.470352649688721,3.556056022644043,6.004863739013672,4.364777088165283
57,14.25,1,-3.8955373764038086,-0.715627133846283,5.679559230804443,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
57,14.25,2,3.5726819038391113,-5.687017917633057,4.883325099945068,3.2338788509368896,-5.552061557769775,4.519034385681152
57,14.25,3,3.5087878704071045,6.248344421386719,4.484788417816162,3.556056022644043,6.004863739013672,4.364777088165283
58,14.5,1,-4.243322372436523,-0.6863678693771362,5.636149883270264,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
58,14.5,2,3.593956470489502,-5.67388391494751,4.668835163116455,3.2338788509368896,-5.552061557769775,4.519034385681152
58,14.5,3,3.5290205478668213,6.014126777648926,4.376745223999023,3.556056022644043,6.004863739013672,4.364777088165283
59,14.75,1,-4.572820663452148,-0.6580212712287903,5.611309051513672,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
59,14.75,2,3.5517568588256836,-5.6399827003479,4.573235511779785,3.2338788509368896,-5.552061557769775,4.519034385681152
59,14.75,3,3.690937042236328,5.815919876098633,4.291690349578857,3.556056022644043,6.004863739013672,4.364777088165283
60,15.0,1,-4.903817176818848,-0.6289613246917725,5.563014030456543,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
60,15.0,2,3.6016480922698975,-5.6319899559021,4.587560176849365,3.2338788509368896,-5.552061557769775,4.519034385681152
60,15.0,3,3.7255802154541016,5.73809289932251,4.346179485321045,3.556056022644043,6.004863739013672,4.364777088165283
61,15.25,1,-5.233883380889893,-0.5969958305358887,5.4617462158203125,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
61,15.25,2,3.5331780910491943,-5.627213954925537,4.5928168296813965,3.2338788509368896,-5.552061557769775,4.519034385681152
61,15.25,3,3.632622241973877,5.784984588623047,4.4695281982421875,3.556056022644043,6.004863739013672,4.364777088165283
62,15.5,1,-5.558340072631836,-0.5273020267486572,5.344511985778809,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
62,15.5,2,3.5914340019226074,-5.59640645980835,4.555129528045654,3.2338788509368896,-5.552061557769775,4.519034385681152
62,15.5,3,3.4555277824401855,5.988722324371338,4.459501266479492,3.556056022644043,6.004863739013672,4.364777088165283
63,15.75,1,-5.8709940910339355,-0.46361052989959717,5.232244968414307,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
63,15.75,2,3.536898136138916,-5.603886127471924,4.600127220153809,3.2338788509368896,-5.552061557769775,4.519034385681152
63,15.75,3,3.4156413078308105,6.058525562286377,4.333600044250488,3.556056022644043,6.004863739013672,4.364777088165283
64,16.0,1,-6.187960624694824,-0.39871829748153687,5.101169586181641,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
64,16.0,2,3.6011948585510254,-5.6094465255737305,4.550373554229736,3.2338788509368896,-5.552061557769775,4.519034385681152
64,16.0,3,3.4945874214172363,6.001601696014404,4.319870471954346,3.556056022644043,6.004863739013672,4.364777088165283
65,16.25,1,-6.477944850921631,-0.3237789571285248,4.968738079071045,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
65,16.25,2,3.5656042098999023,-5.600713729858398,4.594783306121826,3.2338788509368896,-5.552061557769775,4.519034385681152
65,16.25,3,3.7236461639404297,5.985337734222412,4.434781074523926,3.556056022644043,6.004863739013672,4.364777088165283
66,16.5,1,-6.794180393218994,-0.24358831346035004,4.817732810974121,-7.2326459884643555,-0.12903286516666412,4.5721564292907715
66,16.5,2,3.623905658721924,-5.602439880371094,4.554154872894287,3.2338788509368896,-5.552061557769775,4.519034385681152
66,16.5,3,3.800028085708618,6.017648696899414,4.41305685043335,3.556056022644043,6.004863739013672,4.364777088165283
